dt,Com_LME_Ni_Cash_log_ret,Com_LME_Index_log_ret,Com_LME_Index_diff,Com_LME_Pb_Cash_diff,Com_Iron_Ore_log_ret,Com_LME_Ni_Inv_log_ret,EX_USD_BRL_log_ret,Com_Gold_diff,Com_LME_Sn_Cash_log_ret,Com_LME_Sn_Cash_diff,Com_Steel_log_ret,Com_Uranium_log_ret,Com_LME_Pb_Cash_log_ret,Com_LME_Al_Cash_diff,Com_Silver_log_ret,Com_Gold_log_ret,Com_LME_Ni_Inv_diff,Idx_DxyUSD_log_ret,Idx_CSI300_log_ret,Com_Iron_Ore_diff,Spread_US_10Y_3M,Com_LME_Al_Cash_log_ret,Com_LME_Zn_Cash_diff,Bonds_KOR_10Y_log_ret,Idx_Shanghai_log_ret,Com_LME_Sn_Inv_log_ret,Spread_US_10Y_2Y,Com_LME_Pb_Inv_diff,Com_LME_Al_Inv_diff,Bonds_IND_1Y_log_ret,Com_LME_Pb_Inv_log_ret,Bonds_AUS_1Y_log_ret,Bonds_US_2Y_diff,Com_LME_Cu_Inv_log_ret,Com_LME_Cu_Cash_diff,EX_AUD_USD_diff,Bonds_KOR_1Y_log_ret,Idx_DxyUSD_diff,Bonds_US_3M_log_ret,EX_INR_USD_log_ret,Com_LME_Zn_Cash_log_ret
2013-06-17,-0.033185762020239,-0.0231368143329714,-70.42000000000007,-58.70000000000027,0.0253235683363625,0.0104607279775069,0.0337424337429569,-50.36999999999989,-0.0291828779882945,-589.0,0.0202287939337824,-0.002753788196621,-0.0281411633385387,-66.09999999999991,-0.0448472062325505,-0.0370252327034017,1927.2000000000116,0.0051118762729411,-0.0150237053311536,2.8939999999999912,2.2945714509776645,-0.0365688651806368,-15.399999999999864,0.0421489103591886,-0.0149510881121756,-0.0117529778755455,2.02992859166009,-3825.0,172995.0,-0.0049958216478746,-0.0191641531829205,0.0370402362825221,0.0109428550175256,0.0491148036247064,-159.19999999999982,-0.0166999999999999,0.0230403282858139,0.4151999999999844,0.039197048347663,0.0160720954522719,-0.0084518367120019
2013-06-24,-0.0184036493978494,-0.0243248962830944,-72.29999999999973,-27.299999999999727,-0.0079940914948136,0.010083057195157,-0.0015364318045131,-92.154,-0.0099030720402704,-196.0,-0.0283361036972787,-0.0060347178364583,-0.0133625737104312,-43.299999999999955,-0.0862543055146423,-0.0715055042499274,1876.7999999999884,0.0167301170809464,-0.0876913020549035,-0.9214999999999948,2.4738856715491857,-0.0247010647588457,-10.200000000000044,0.0490032565422031,-0.0796344129118897,-0.0072314002070514,2.146885675770896,-1490.0,60385.0,0.0217533290860668,-0.0075657921572234,0.0008323779805048,0.0672285660334987,0.0455351079616879,-208.59999999999943,-0.0109,0.0219110915315635,1.373800000000017,0.0960625636710786,0.0182149617717809,-0.0056375543108945
2013-07-01,0.0057603425895995,0.02225532193646,66.07999999999993,32.19999999999982,0.045752660373654,0.0138046574110314,0.0172613646152047,0.3360000000000127,0.0132158291731806,262.0,-0.0100693110055404,-0.0058176463562827,0.0157421974931728,34.899999999999864,0.0113136294200978,0.0002702250605149,2600.399999999994,0.0083774279067928,0.0201931958487166,5.375,2.516742882450987,0.0199566333797243,33.09999999999991,-0.01315432278154,0.0207862351954909,0.0125338615248861,2.1883428850514544,1675.0,-6635.0,0.0048666876251829,0.0085011867976097,-0.0019155101813897,-0.01089999808584,-0.0151406640632198,211.0,-0.0104,-0.0203522180098361,0.6965999999999894,-0.2630091022091352,-0.0016252596233188,0.0181798224031506
2013-07-08,-0.023392019147598,-0.0053635189744102,-16.0600000000004,-11.599999999999907,0.0090159164708173,0.0234416263608512,0.0049395078460652,19.894000000000005,-0.0231153844290897,-456.0,0.0,-0.0027943622908052,-0.0056425872057013,-0.5,0.0068912589508068,0.0158708037884483,4498.8000000000175,0.0024974536096865,0.0057962954098335,1.0884999999999962,2.5790000164798315,-0.0002831176939156,10.0,0.0057405247458557,0.0034869368197976,0.0033344942324,2.264657160214013,-2825.0,-14220.0,0.006825969156421,-0.0143799482329557,-0.0175954131106318,-0.0131428562913614,-0.0208544590332271,-75.60000000000036,0.00082,-0.010144723363708,0.2087999999999965,0.0221156000328005,0.0031713081786419,0.0054280109389025
2013-07-15,0.0207711673270833,0.0050437172487529,15.100000000000364,-13.200000000000044,0.0255136231065838,0.0097599549685361,-0.012041100749508,22.450000000000045,-0.0039565347197053,-77.0,0.0791957573739339,-0.0562460254881313,-0.0064598443293117,-3.2999999999999545,0.0036832454162963,0.0176125114874922,1904.3999999999944,-0.0116625913513902,0.017014279068153,3.1340000000000003,2.4815857179433087,-0.0018705897810583,-9.899999999999864,-0.0184869190616387,0.0140134158104117,-0.0070991389463193,2.199971435683114,500.0,46425.0,0.0834233289275404,0.0025602307950324,-0.0122831241065936,-0.0408142882755828,-0.0120681747335806,69.0,0.0039599999999999,-0.003783598100951,-0.9705999999999904,-0.214974681969422,-0.0096417406071309,-0.0053735847272255
2013-07-22,0.0207769701561963,0.009708234683192,29.279999999999745,13.000000000000227,0.0249258816614207,0.0193587669231865,0.0022179700365554,46.53800000000001,-0.0002059626185129,-4.0,0.0161719217835389,-0.038682644805621,0.0063622785943206,27.299999999999955,0.0279949809605006,0.0355509413790226,3832.799999999989,-0.0093926478830153,-0.0146443028193485,3.140000000000001,2.5107856999635687,0.0153706260623341,5.0,0.0069727117848283,-0.0071018712839772,0.0032078130714951,2.2182285568373543,2910.0,725.0,0.0545226731951317,0.0147718422085442,-0.0155521841809198,0.0042000038283214,-0.0193511420348155,64.60000000000036,0.00608,0.0057956692235997,-0.7735000000000127,-0.2231435458462627,-0.0026154454010964,0.0027175406691094
2013-07-29,-0.0260393708400941,-0.0123905967687253,-37.31999999999971,14.199999999999818,0.0009403652444391,0.0131313271343204,0.0198047292979159,-13.156000000000176,0.0342190596696815,676.0,-0.0251527000150966,-0.0226318004601973,0.0069036202039906,-33.799999999999955,-0.0190481949706944,-0.0099225479994184,2642.399999999994,-0.0015616313243447,-0.0115044436690049,0.1200000000000045,2.578714270028473,-0.0190653865536958,-30.0,0.0132299760699496,-0.0094710985355723,-0.0235288397130504,2.3006571310928887,1375.0,5790.0,0.0314911073552557,0.006904630918228,-0.0523008777172116,-0.0064857186930514,-0.0238523969274024,-83.0,-0.02294,0.0070105375810959,-0.1278999999999968,0.2601617013622848,0.0204406354165011,-0.0164171357134922
2013-08-05,0.0244673805199476,0.0232465710659595,70.39999999999964,54.40000000000009,0.0365902916743664,0.0083304316554416,0.0047793678597331,-19.86999999999989,0.0666977955906752,1386.0,-0.0032481942039076,0.0268188268144137,0.0260152391412356,12.599999999999907,0.0066579485327704,-0.0151755629500075,1694.4000000000233,-0.0056858996205109,0.0324405339494112,4.757999999999996,2.5603428312957273,0.0071497779465728,28.299999999999955,0.017398763535529,0.0233058224981972,-0.0179809217248692,2.3037714052200315,-90.0,-3340.0,0.0308191825629126,-0.0004504842782091,-0.0102970200869902,-0.0070714277199342,-0.019382095896857,148.19999999999982,0.00278,-0.0145768157267854,-0.4639999999999986,0.3450105968304918,0.0046388507165416,0.0154940002456931
2013-08-12,0.0510215183293483,0.035356230223247,110.26000000000022,69.90000000000009,0.0248053228033252,0.0062493065314957,0.0159283924500509,47.049999999999955,0.0182213219926865,395.0,0.0073083368846183,-0.0072686928916245,0.0324638999176252,76.60000000000014,0.1074295581082285,0.035568019277208,1280.3999999999942,0.0009384389683917,0.0234862534057681,3.3259999999999934,2.6576166361242533,0.0423993995420308,73.29999999999995,0.0168646300633301,0.019603920065321,0.0176244536071672,2.3821666378974933,-4875.0,-20355.0,0.0275522438287768,-0.0247095096991827,0.0596079656950617,0.022861905665624,-0.0223050070607428,237.30000000000015,0.00988,0.0053653676287498,0.0764000000000066,0.0775481673043853,0.0083241206086995,0.0390493589742231
2013-08-19,-0.0154765809099369,0.0006047320465492,1.9200000000000728,34.09999999999991,0.0055094939150126,0.0154228915106594,0.0323535909953973,28.213999999999945,0.004742803490949,104.0,0.0256818265180269,-0.0161225384505218,0.0154627063397649,8.099999999999909,0.0464912828924942,0.0207373505761694,3194.399999999994,-0.0025963694937077,-0.0123391104419303,0.75,2.818033340850969,0.0043801611195989,27.200000000000045,0.0218468644223864,-0.0098176001974931,0.0155656177965978,2.4986666771968205,-7045.0,-12620.0,0.0137890704767987,-0.0368229537393383,0.0063091578513992,0.0364999991655349,-0.0320713968675421,13.0,-0.0104199999999999,0.0095856202937102,-0.2112000000000051,-0.1495820833349848,0.0362328207003493,0.0141110455181615
2013-08-26,-0.0274612796333908,-0.0142512995624474,-44.940000000000055,-23.52500000000009,0.0033349941684681,0.0161960712862869,-0.0169114379298089,33.58600000000001,-0.0209759723572167,-456.25,-0.021989081780716,-0.0175468330523031,-0.0106418270810097,-46.299999999999955,0.036893938104328,0.024137906007333,3408.0,0.0045318800827446,0.0080611323097881,0.4559999999999888,2.7310667120903713,-0.0252998222110359,-28.950000000000045,-0.031185385697251,0.0135438689307526,0.072578590865988,2.3843333820899297,-1732.5,-27473.75,0.0193200370434312,-0.0092670641732919,-0.0204079643686423,0.0168333332538634,0.0172179737594006,-75.10000000000036,-0.0079599999999999,-0.0011229547226997,0.3689999999999998,-0.2602634919298224,0.0417156816422015,-0.0150257793290857
2013-09-02,-0.0284556691184927,-0.0159620154227816,-49.57999999999993,-59.17500000000018,-0.0189800976757804,0.0091280608795747,-0.0094975697055649,-17.27599999999984,0.0144945949736159,314.25,0.001870470500921,-0.0134387064836222,-0.0272802336461644,-43.799999999999955,-0.0138867883262008,-0.0123432953970099,1945.2000000000116,0.0085981338664086,0.0075583033320098,-2.5749999999999886,2.86084288708738,-0.0245376716336331,-55.65000000000009,0.0189943671987771,0.0108631435029426,-0.0330716982870541,2.437114316225054,-1472.5,-27575.0,-0.0219524169517174,-0.0079444176641787,0.0337378546552239,0.0663761929727704,0.0352768994135834,-58.89999999999963,0.01444,0.001603848007858,0.7047000000000025,-0.3562334791123149,0.0009192492942955,-0.0295337012361432
2013-09-09,-0.0002189701114548,-0.0036087624710002,-11.099999999999907,-34.59999999999991,0.0058392268512074,0.0111486360638183,-0.029204271496102,-38.53200000000015,0.0438543005715588,979.0,-0.0062681438934,0.0,-0.0163026603465524,-7.799999999999955,-0.0431201433089523,-0.0280917184817353,2400.0,-0.0085148119693659,0.0555443713351825,0.7870000000000061,2.8941166886731966,-0.004433588800578,-20.799999999999955,-0.0217850862323995,0.0524995917743918,-0.0325806396823891,2.468500026782352,7005.0,-23786.25,-0.0152397560588135,0.0372416686837305,0.0014384700881572,-0.0002095281737171,-0.0251122769775476,-31.900000000000546,0.0173999999999999,-0.009751801063428,-0.6979000000000042,-0.0883206612163006,-0.0394020849451623,-0.0112665041808415
2013-09-16,0.0160756539371777,0.0066223257762646,20.399999999999636,-48.5,-0.0034979581525405,0.0064427587361072,-0.0223668942549563,-17.20399999999995,0.0118071298680817,271.0,0.0187070054654492,0.0281300264591231,-0.0233088381312625,-3.1000000000001364,-0.0234027675774616,-0.0128019892998154,1399.1999999999823,-0.0113241166690708,-0.0133508729413541,-0.4720000000000084,2.781316672275715,-0.0017675404436439,5.7999999999999545,-0.026907430217815,-0.0152179360057051,-0.028069289513257,2.431166672428448,50560.0,38780.0,-0.0046300372563884,0.2341670071034929,-0.0048762791321958,-0.0873333288431167,-0.0254786442631656,39.0,0.0129599999999999,-0.0145803363402955,-0.9189999999999968,-0.738933805201715,-0.0175126966648468,0.0031544051826276
2013-09-23,-0.0101802258209177,0.0046869638668102,14.520000000000437,-1.699999999999818,-0.0018428253937113,0.0274772706360707,-0.0008533995011265,-8.086000000000013,0.0011687554086737,27.0,0.0069927005567073,0.0039954391050565,-0.0008269488492656,9.900000000000093,-0.0240558296949379,-0.0060741142276814,6069.600000000006,-0.003281890254342,-0.0086841270234214,-0.2479999999999904,2.641449983013915,0.005633817718256,12.5,-0.0183491181852402,-0.0065362633545012,-0.0218928642424197,2.324166648308435,495.0,2760.0,-0.0032503449469404,0.0020418482720698,-0.0153849461900584,-0.0253333317836133,-0.0392683992887568,31.199999999999815,-0.00312,0.0107972334380391,-0.2643999999999948,0.5272793861347388,-0.00380210372239,0.0067646441361893
2013-09-30,-0.0069179230928701,0.0020524970128698,6.379999999999654,-7.400000000000091,-0.0333651625869021,0.0134870342872047,-0.0080033992581569,-16.173999999999978,-0.003857745188716,-89.0,-0.0121004069340873,0.0022759611531527,-0.0036076482186,25.299999999999955,-0.0063838862317029,-0.0122615718488002,3040.7999999999884,-0.0050205889344303,-0.0065731104427186,-4.411999999999978,2.60046667714839,0.0142549671355332,-8.399999999999864,-0.0017559300151651,-0.0063807900779026,-0.029830753611572,2.3011666735410703,-3845.0,-29905.0,-0.0476408290720648,-0.0159710978296934,0.0211080765626722,-0.01199999757608,-0.0307819149893493,15.900000000000546,0.00106,0.0166017744912702,-0.4027999999999991,0.2817716312073717,-0.005633817718256,-0.004540793790562
2013-10-07,0.0067001925698195,0.0005397694544438,1.6799999999998363,6.900000000000091,0.0061331072344785,0.0071694335313117,-0.0058238742897062,-10.135999999999967,0.0213546536654218,497.0,-0.014966514078725,-0.00541388984408,0.0033642977684174,31.90000000000009,0.0138263793531168,-0.0077614862553113,1633.2000000000116,0.0026555270001588,0.0161689807932658,0.799999999999983,2.606583367779852,0.0176887808197987,6.7999999999999545,0.0156934216006141,0.0148777611616667,-0.0225277748808294,2.300166706840197,-2035.0,-29970.0,-0.0288968386465319,-0.0085572138465326,0.0223472802749851,0.0316666581630733,-0.0310223035349956,-49.60000000000037,0.0056599999999999,0.0129631318986026,0.2128000000000014,0.6969021087561437,-0.0086486850818094,0.0036774688569964
2013-10-14,0.0129806394640452,0.007539090958773,23.5600000000004,66.59999999999991,0.0124866807476748,0.0014266908966478,-0.0105986857630866,-7.11200000000008,-0.0216587040532567,-504.0,-0.0145667812417469,0.0042765567672601,0.0319038410690403,-15.700000000000044,-0.0154984652048404,-0.0054820929113799,326.3999999999942,-0.0017163017918544,-0.0033311471420955,1.6440000000000057,2.5946833173185575,-0.0086666657118079,32.299999999999955,0.0108977198988368,0.0009308801915336,-0.0089992849398392,2.33123331526915,-3150.0,27920.0,0.0128865552157572,-0.0133919185338122,0.0019420447399095,-0.0164833259582517,-0.0256572924561359,36.5,0.0134199999999999,-0.0072015929262027,-0.1376000000000061,0.4326890936236374,-0.001608644779605,0.0172856362870256
2013-10-21,0.0356816291233134,0.0027124272463959,8.519999999999527,36.90000000000009,0.0014783306609936,0.0160456829972436,0.0058857457058444,43.27800000000002,-0.0019132936218871,-44.0,-0.0248463741125252,-0.0048481486662177,0.0172478509767378,9.899999999999864,0.0448154974040706,0.0329039620476875,3703.200000000011,-0.0111140953160374,-0.0079027589065015,0.1959999999999979,2.503733298549057,0.0054737095171655,23.5,-0.0341376302075459,-0.0115000610464095,0.0183774765119717,2.234166632135712,-1360.0,32240.0,-0.0051767460481274,-0.0058378033712872,-0.0124891117871739,-0.0313500022888215,-0.0282757833889845,1.699999999999818,0.0061999999999999,-0.0042094829511638,-0.8853500000000025,-0.6869770358843695,0.0008452673661156,0.0123910788956006
2013-10-28,0.0042773435341558,0.0030601449830815,9.640000000000327,23.199999999999815,0.0013858345844621,0.0148525565509312,0.0108900608215538,-1.9600000000000364,0.0063346272222152,146.0,-0.007310737522006,-0.013237603375229,0.0106938101363865,22.800000000000185,-0.0107249218194009,-0.0014670002481235,3481.1999999999825,0.0061413002245152,-0.0167123712812308,0.183999999999969,2.4993166764070582,0.0124933131817477,20.100000000000136,0.0049067998796811,-0.0190349698154114,-0.0137901341751627,2.22783334592978,695.0,-18260.0,-0.0088139202627818,0.0029875469546665,0.0062406984935763,0.0059999973773983,-0.024588217880018,33.900000000000546,-0.0152799999999999,-0.0040404130698945,0.4879999999999995,0.1022361303108204,-0.0008810444359448,0.010477850178599
2013-11-04,-0.0270739394352141,-0.0192910624467151,-60.279999999999745,-51.79999999999973,0.0160820542203498,0.0153410810190797,0.0345078181476028,-27.38199999999983,-0.0118777093067919,-273.0,0.0303642467545987,0.0100879944723326,-0.0240360494854537,-60.200000000000045,-0.0282504662858516,-0.0207228756240271,3650.4000000000233,0.0133566494320799,-0.0116490304919584,2.1539999999999964,2.5918833302289235,-0.0333308825506632,-45.30000000000018,0.0269464226025728,-0.0030251372091072,-0.060435554282403,2.34466665637493,140.0,-24165.0,-0.0072294641778136,0.0006007294752636,0.0147433944969976,-0.01283332379659,-0.0156258134983539,-75.69999999999982,-0.0009,0.0049085275829463,1.0717499999999944,0.2406802608265081,0.0103092028629972,-0.0237712885398715
2013-11-11,-0.0335162619354725,-0.0133565623516591,-41.0600000000004,-44.60000000000037,0.004316021776399,0.0102715649338126,0.0170969542054,-26.55600000000004,0.0005250722094907,12.0,0.0167273607792518,0.026879535945006,-0.0211683272039616,-28.200000000000045,-0.038633031172105,-0.0205164718575552,2475.5999999999767,0.0029444834499522,-0.0142990094370101,0.5840000000000316,2.6599366972843783,-0.016003973608923,-26.09999999999991,0.021773778997138,-0.0114385357060947,-0.0287573105840284,2.4243833609422047,2085.0,-39935.0,-0.0009188044932131,0.0089041318550196,-0.0089870891739564,0.008966661890345,-0.0255118079220533,-115.20000000000071,-0.0133999999999999,0.0018577077577359,0.2382000000000061,0.326398945184924,0.0181512870550897,-0.0139570726388898
2013-11-18,-0.0105144161920665,-0.0044504615808499,-13.559999999999944,-14.199999999999818,0.0035629141662908,0.0192994815072123,-0.0208309182941577,-25.88000000000011,0.0030138265621921,69.0,0.0152942097412498,0.0102764409430852,-0.0068348360027693,-9.400000000000093,-0.0371899204272602,-0.0204075519332081,4720.8000000000175,-0.0016281598600099,0.0401039303729719,0.4839999999999804,2.649633291401465,-0.0053920855705168,6.400000000000091,0.0163688311556097,0.0406910999569889,-0.0313575524299596,2.4493332919677084,-325.0,43890.0,0.0309418745100997,-0.0013827288757636,-0.0006131697144871,-0.0269666695992116,-0.0282127265561548,-40.599999999999454,-0.00316,0.0025949678182112,-0.1317999999999983,0.1060352427025788,-0.0106051464056836,0.0034404936636188
2013-11-25,-0.009058571001799,-0.0009346164146042,-2.8399999999996908,-10.400000000000093,0.0019380704652438,0.0145812654107173,0.0151816486695952,-9.77599999999984,-0.0071342900258317,-163.0,0.0126070230315809,0.0002762812560744,-0.0050355986908815,-18.199999999999815,-0.008813276876063,-0.0078185005443712,3627.600000000006,-0.0018983345159801,-0.0004032992490897,0.26400000000001,2.666833371976018,-0.0105233697353825,-1.900000000000091,0.0005501926928195,0.0010026501316425,-0.0475832267574201,2.448133369922638,-2450.0,52030.0,0.0008871335607967,-0.0104856409998149,-0.0093555359464554,0.0048833361864066,-0.030247923272874,44.19999999999982,-0.01948,0.0008141931865974,-0.1534000000000048,-0.1792505958321189,-0.0038156622701924,-0.001020161703553
